,brand,nod,location,model,varient,fuel,year,transmission,km,price
890,Hyundai,2nd,"Dwarka Sector 2, Delhi, Delhi",i20,2009-2011 Asta,CNG & Hybrids,2009,Manual,"180,000 km","₹ 2,10,000"
892,Maruti Suzuki,1st,"Paschim Vihar, Delhi, Delhi",Ritz,Others,CNG & Hybrids,2016,Manual,"49,000 km","₹ 3,05,000"
893,Maruti Suzuki,1st,"Mulund West, Mumbai, Maharashtra",Alto,LXi,Petrol,2010,Manual,"58,000 km","₹ 1,25,000"
895,Tata,2nd,"Vijay Nagar, Bengaluru, Karnataka",Nano,2012-2015 Std BSIV,Petrol,2012,Manual,"68,500 km","₹ 74,500"
896,Maruti Suzuki,2nd,"Small Scale Industrial Area, Kota, Rajasthan",Swift Dzire,Vdi BSIV,Diesel,2018,Manual,"80,000 km","₹ 7,35,000"
898,Volkswagen,2nd,"Navrangpura, Ahmedabad, Gujarat",Jetta,2.0L TDI Highline AT,Diesel,2016,Automatic,"59,000 km","₹ 10,11,000"
900,Mercedes-Benz,1st,"New Gurgaon, Gurgaon, Haryana",E-Class,Exclusive E 200,Diesel,2020,Automatic,"2,800 km","₹ 70,75,000"
901,Hyundai,2nd,"SS Colony, Madurai, Tamil Nadu",Elantra,1.6 SX Option AT,Diesel,2012,Automatic,"80,000 km","₹ 7,20,000"
902,Maruti Suzuki,2nd,"Bagadganj, Nagpur, Maharashtra",Swift,VDI BS IV,Diesel,2015,Manual,"78,000 km","₹ 5,51,000"
903,Volkswagen,2nd,"Thillai Nagar, Tiruchirappalli, Tamil Nadu",Polo,1.2 MPI Trendline,Petrol,2016,Manual,"27,000 km","₹ 5,50,000"
904,Maruti Suzuki,3rd,"Burari, Delhi, Delhi",Ciaz,2014-2017 ZXi,CNG & Hybrids,2015,Manual,"69,000 km","₹ 5,15,000"
905,Maruti Suzuki,1st,"Babarpur, Delhi, Delhi",Ertiga,LXI,CNG & Hybrids,2018,Automatic,"102,000 km","₹ 6,25,000"
906,Nissan,1st,"Panjagutta, Hyderabad, Telangana",Micra,Others,Petrol,2016,Manual,"80,000 km","₹ 3,75,000"
908,Tata,3rd,"Kuttilore, Vengara, Kerala",Others,Others,Diesel,2009,Manual,"15,000 km","₹ 1,05,000"
909,Maruti Suzuki,2nd,"Gilwali, Amritsar, Punjab",800,AC,Petrol,2002,Manual,"50,000 km","₹ 45,000"
910,Maruti Suzuki,3rd,"Veralimalya, Viralimalai, Tamil Nadu",Omni,E MPI STD,LPG,2005,Manual,1 km,"₹ 1,00,500"
911,Renault,1st,"Kaloor, Kochi, Kerala",Captur,1.5 Diesel RXT,Diesel,2018,Manual,"20,300 km","₹ 9,25,000"
912,Mahindra,3rd,"Cherakkara, Thalassery, Kerala",Xylo,2012-2014 D2 BSIV,Diesel,2012,Manual,"278,500 km","₹ 3,00,000"
913,Hyundai,1st,"Paschim Vihar, Delhi, Delhi",Accent,Executive Edition,Petrol,2011,Manual,"44,100 km","₹ 1,70,000"
914,Maruti Suzuki,2nd,"Chakkalakuth, Nilambur, Kerala",Swift,VDI BS IV,Diesel,2015,Manual,"67,000 km","₹ 5,00,000"
915,Maruti Suzuki,1st,"Dhobi Mohallah, Ranchi, Jharkhand",Zen Estilo,Zen Estilo LXI,Petrol,2010,Manual,"57,000 km","₹ 1,25,000"
917,Toyota,1st,"Salem East Old, Salem, Tamil Nadu",Innova,2.5 V 8 STR,Diesel,2015,Manual,"115,000 km","₹ 13,25,000"
918,Tata,1st,"Sri Saratha Nagar, Thanjavur, Tamil Nadu",Indica V2,V2 LS,Diesel,2016,Manual,"135,000 km","₹ 1,75,000"
919,Tata,2nd,"GK Rao Nagar, Guntur, Andhra Pradesh",Indigo CS,CS LS TDI,Diesel,2008,Manual,"150,000 km","₹ 1,50,000"
920,Hyundai,1st,"Prakash Nagar, Rajahmundry, Andhra Pradesh",i20,2015-2017 Sportz 1.2,Petrol,2015,Manual,"63,000 km","₹ 5,60,000"
921,Chevrolet,1st,"VCV Layout, Coimbatore, Tamil Nadu",Sail U-VA,Others,Petrol,2012,Manual,"55,235 km","₹ 3,00,000"
922,Volkswagen,1st,"RS Puram, Coimbatore, Tamil Nadu",Polo,2009-2013 Petrol Comfortline 1.2L,Petrol,2016,Manual,"47,153 km","₹ 5,90,000"
923,Maruti Suzuki,1st,"Bagalakunte, Bengaluru, Karnataka",Swift,VXi + Manual,Petrol,2014,Manual,"59,100 km","₹ 4,70,000"
924,Maruti Suzuki,1st,"Vikaspuri, Delhi, Delhi",Swift,LXI,Petrol,2020,Manual,"2,000 km","₹ 5,85,000"
926,Maruti Suzuki,4+,"Erumely, Kottayam, Kerala",800,DX,Petrol,2000,Manual,"84,700 km","₹ 35,000"
927,Renault,2nd,"Paschim Vihar, Delhi, Delhi",Duster,110PS Diesel RxL,Diesel,2012,Manual,"54,000 km","₹ 2,85,000"
928,Hyundai,1st,"Pimpri Chinchwad, Pune, Maharashtra",Verna,VTVT 1.4 EX,Petrol,2013,Manual,"79,000 km","₹ 3,99,000"
930,Maruti Suzuki,2nd,"Kanjirapally, Kottayam, Kerala",800,AC,Petrol,2009,Manual,"80,000 km","₹ 1,20,000"
931,Toyota,2nd,"Saha Industrial Area, Saha, Haryana",Etios,2010-2012 GD,Diesel,2012,Manual,20 km,"₹ 3,10,000"
933,Hyundai,1st,"LB Nagar, Hyderabad, Telangana",Creta,1.6 SX Option Diesel,Diesel,2018,Manual,"43,000 km","₹ 12,85,000"
935,Kia,1st,"Ashok Vihar, Delhi, Delhi",Seltos,GTX Plus DCT,Petrol,2019,Manual,"16,000 km","₹ 17,00,000"
936,Chevrolet,2nd,"Gagan Pul, Moradabad, Uttar Pradesh",Beat,LT Petrol,Petrol,2010,Automatic,22 km,"₹ 1,44,000"
937,Tata,2nd,"Kalher, Thane, Maharashtra",Safari Storme,VX,Diesel,2014,Manual,"88,000 km","₹ 5,50,000"
938,Maruti Suzuki,1st,"Amit Nagar, Dankaur, Uttar Pradesh",Omni,CNG,CNG & Hybrids,2011,Manual,"40,000 km","₹ 89,000"
940,BMW,2nd,"Elgin Road, Kolkata, West Bengal",5 Series,520d Luxury Line,Diesel,2015,Automatic,"34,000 km","₹ 23,50,000"
941,Maruti Suzuki,1st,"Rajouri Garden, Delhi, Delhi",Swift Dzire,LDI,Diesel,2016,Manual,"78,000 km","₹ 3,66,000"
942,Maruti Suzuki,1st,"Nandur Naka, Nashik, Maharashtra",Wagon R,VXI AMT,Petrol,2016,Automatic,"60,000 km","₹ 3,90,000"
943,Maruti Suzuki,1st,"Bhodia Khera, Fatehabad, Haryana",Swift,VDI,Diesel,2013,Automatic,"78,000 km","₹ 3,45,000"
944,Hyundai,1st,"Sector 61, Chandigarh, Chandigarh",Accent,Executive,Petrol,2008,Manual,"79,500 km","₹ 1,78,500"
947,Maruti Suzuki,3rd,"Sirasi, Sirsi, Karnataka",Zen Estilo,VXI BSIII,Petrol,2007,Manual,"100,000 km","₹ 1,78,000"
950,Maruti Suzuki,3rd,"Basant Avenue, Tarantaran, Punjab",Zen,LX,Petrol,2003,Manual,"125,228 km","₹ 51,000"
951,Maruti Suzuki,2nd,"Benki Nagara, Davanagere, Karnataka",Omni,8 Seater BSII,LPG,2010,Manual,"98,000 km","₹ 1,62,000"
954,Maruti Suzuki,4+,"Nichli Bahli, Sundarnagar, Himachal Pradesh",800,AC,Petrol,1998,Automatic,19 km,"₹ 45,000"
956,Hyundai,1st,"Sector 16, Faridabad, Haryana",Elantra,1.6 SX Option AT,Diesel,2015,Automatic,"65,000 km","₹ 6,50,000"
957,Maruti Suzuki,1st,"Pimpri Chinchwad, Pune, Maharashtra",Wagon R,2010-2012 VXI BS IV,Petrol,2011,Manual,"39,000 km","₹ 2,85,000"
958,Hyundai,4th,"Azad Nagar, Indore, Madhya Pradesh",Verna,2006-2010 CRDi,Diesel,2007,Manual,"92,000 km","₹ 1,34,999"
959,Maruti Suzuki,2nd,"Main Market, Bachhraon, Uttar Pradesh",Wagon R,Duo LXi LPG,LPG,2009,Manual,"178,000 km","₹ 1,20,000"
960,Maruti Suzuki,1st,"Angammal Colony, Salem, Tamil Nadu",Swift,VDI BS IV,Diesel,2015,Manual,"84,000 km","₹ 5,75,000"
961,Mercedes-Benz,1st,"Mulund West, Mumbai, Maharashtra",M-Class,ML 250 CDI,Diesel,2015,Automatic,"62,000 km","₹ 29,00,000"
964,Chevrolet,3rd,"Panchavati, Nashik, Maharashtra",Spark,1.0 LS,CNG & Hybrids,2010,Manual,"45,000 km","₹ 1,10,000"
965,Renault,1st,"Jhojha Area, Purquazi, Uttar Pradesh",KWID,RXL,Petrol,2019,Manual,"20,000 km","₹ 3,25,000"
966,Maruti Suzuki,1st,"Inayat Ganj, Kunda, Uttar Pradesh",Baleno,1.2 Alpha,Diesel,2016,Automatic,"8,000 km","₹ 5,80,000"
967,Honda,1st,"Karanampettai, Coimbatore, Tamil Nadu",Amaze,2013-2016 Anniversary Edition,Petrol,2014,Manual,"103,000 km","₹ 4,20,000"
968,Mahindra,3rd,"Ekgharwa, Hallaur, Uttar Pradesh",Scorpio,2002-2013 VLS AT 2.2 mHAWK,Diesel,2010,Manual,"110,000 km","₹ 3,30,000"
969,Tata,2nd,"Sriharipuram, Kanakammachathram, Tamil Nadu",Indica,Others,Diesel,2008,Manual,"119,000 km","₹ 75,000"
970,Ashok Leyland,2nd,"Kammarpally, Nizambad, Telangana",Stile,LS,Diesel,2013,Manual,"185,220 km","₹ 2,45,000"
971,Hyundai,1st,"Sector 4, Rewari, Haryana",Fluidic Verna,1.6 CRDi SX Automatic,Diesel,2012,Automatic,"97,000 km","₹ 4,35,000"
972,Toyota,2nd,"RM Colony, Dindigul, Tamil Nadu",Etios,2010-2012 GD SP,Diesel,2012,Manual,"110,000 km","₹ 4,30,000"
973,Tata,2nd,"Basant Kunj, Lucknow, Uttar Pradesh",Indigo,XL TDI,Diesel,2007,Manual,"81,683 km","₹ 50,000"
974,Jeep,1st,"SG Highway, Ahmedabad, Gujarat",Grand Cherokee,Summit 4X4,Diesel,2017,Automatic,"6,000 km","₹ 70,00,000"
975,Tata,2nd,"K M Agraharam, Amalapuram, Andhra Pradesh",Safari,DICOR 2.2 VX 4x2,Diesel,2008,Manual,"148,000 km","₹ 3,00,000"
976,Ford,1st,"Omaxe City, Sankhol, Haryana",Figo,2012-2015 Diesel ZXI,Diesel,2013,Manual,"130,000 km","₹ 2,20,000"
977,Maruti Suzuki,1st,"Mevati Tola, Khairabad Sitapur District, Uttar Pradesh",Baleno,1999-2007 LXI,Petrol,2008,Automatic,"93,000 km","₹ 57,000"
978,Maruti Suzuki,2nd,"Rajani Khand, Lucknow, Uttar Pradesh",Wagon R,1999-2006 LXI,Petrol,2005,Manual,"98,000 km","₹ 85,000"
979,Hyundai,1st,"Kazipet, Warangal, Telangana",Verna,CRDI VGT SX 1.5,Petrol,2020,Manual,"11,000 km","₹ 10,00,000"
981,Tata,1st,"Electronic City, Bengaluru, Karnataka",Hexa,XE,Diesel,2018,Manual,"60,000 km","₹ 10,50,000"
982,Mercedes-Benz,3rd,"Ekta Nagar Near Prashant Colony, Nagpur, Maharashtra",E-Class,E 200,Petrol,2007,Automatic,"86,000 km","₹ 3,75,000"
983,Honda,1st,"Vasant Vihar, Delhi, Delhi",Civic,1.8 MT Sport,Petrol,2008,Manual,"207,000 km","₹ 2,00,000"
984,Mercedes-Benz,2nd,"Jubilee Hills, Hyderabad, Telangana",S-Class,320 CDI L,Diesel,2009,Automatic,"92,850 km","₹ 12,85,000"
985,Hyundai,4th,"Bamori, Antah, Rajasthan",Santro Xing,XL,LPG,2007,Automatic,"93,000 km","₹ 1,10,000"
986,Maruti Suzuki,2nd,"Dwarka, Delhi, Delhi",Swift,VDI,Diesel,2015,Manual,"35,000 km","₹ 4,00,000"
987,Bajaj,1st,"JP Nagar Phase 7, Bengaluru, Karnataka",Others,Others,LPG,2018,Manual,"50,000 km","₹ 1,65,000"
990,Maruti Suzuki,4th,"Fatehganj, Vadodara, Gujarat",Swift,2011-2014 VDI,Diesel,2012,Manual,"105,000 km","₹ 3,00,000"
991,Hyundai,1st,"Janakpuri, Delhi, Delhi",i10,1.2 Kappa Magna,CNG & Hybrids,2011,Manual,"54,000 km","₹ 2,15,000"
993,Tata,1st,"Rajiv Gandhi Nagar Near Sowripalayam, Coimbatore, Tamil Nadu",Indica V2,V2 LS,Diesel,2016,Manual,"107,000 km","₹ 2,00,000"
995,Honda,2nd,"Attapur, Hyderabad, Telangana",Civic,1.8 V MT,Petrol,2009,Manual,"80,000 km","₹ 2,65,000"
996,Toyota,2nd,"Sivarampalli, Hyderabad, Telangana",Fortuner,3.0 4x4 Manual,Diesel,2013,Manual,"125,000 km","₹ 14,00,000"
997,Mahindra,1st,"Ajit Nagar, Ludhiana, Punjab",Scorpio,2002-2013 SLX 4WD,Diesel,2013,Automatic,"82,408 km","₹ 1,45,070"
998,Hyundai,1st,"Nandiwali Tarf Ambarnath N V, Thane, Maharashtra",i20,1.4 Asta,Diesel,2015,Manual,"68,000 km","₹ 6,10,000"
999,Audi,2nd,"Adyar, Chennai, Tamil Nadu",A6,2009-2011 2.7 TDI,Diesel,2010,Automatic,"35,000 km","₹ 13,50,000"
